Time elapsed was 115493563ns or 0.115493563s
Time elapsed was 111926618ns or 0.111926618s
Time elapsed was 111874831ns or 0.111874831s
Time elapsed was 111821690ns or 0.111821690s
Time elapsed was 111515375ns or 0.111515375s
Time elapsed was 112751526ns or 0.112751526s
Time elapsed was 111482887ns or 0.111482887s
Time elapsed was 111656027ns or 0.111656027s
Time elapsed was 111654573ns or 0.111654573s
Time elapsed was 111890300ns or 0.111890300s
