Time elapsed was 446330361ns or 0.446330361s
Time elapsed was 458108380ns or 0.458108380s
Time elapsed was 459937167ns or 0.459937167s
Time elapsed was 460031517ns or 0.460031517s
Time elapsed was 453705659ns or 0.453705659s
Time elapsed was 441241124ns or 0.441241124s
Time elapsed was 494288906ns or 0.494288906s
Time elapsed was 450556414ns or 0.450556414s
Time elapsed was 443824519ns or 0.443824519s
Time elapsed was 445770218ns or 0.445770218s
