Time elapsed was 257222397154ns or 257.222397154s
Time elapsed was 256449721733ns or 256.449721733s
Time elapsed was 257556001091ns or 257.556001091s
Time elapsed was 263534530167ns or 263.534530167s
Time elapsed was 260632293863ns or 260.632293863s
